,LOCALITY,COUNTRY,CONTINENT,CHARACTER,EPLINE,EPISODE,LINE,CONTEXT,COMMENT,Locality_Count,Country_Count,Continent_Count,EpLocalCount,EpCountryCount,EpContCount,CharLocCount,CharCountryCount,CharContCount,LATITUDE,LONGITUDE
1046,Connor,Ireland,Europe,Stage Directions,15.142,15,1420,"...the bishop of Down and Connor, His Eminence Michael cardinal Logue archbishop",,3,556,1330,3,85,183,2,28,55,54.81,-6.22
1047,Armagh,Ireland,Europe,Stage Directions,15.1421,15,1421,"...the bishop of Down and Connor, His Eminence Michael cardinal Logue archbishop",,5,556,1330,4,85,183,2,28,55,54.3499,-6.6546
1048,,Ireland,Europe,Stage Directions,15.1422,15,1422,"...the bishop of Down and Connor, His Eminence Michael cardinal Logue archbishop",,0,556,1330,0,85,183,0,28,55,53.41667,-8
1049,,Ireland,Europe,Stage Directions,15.1423,15,1423,"...the most reverend Dr William Alexander, archbishop of Armagh, primate of all",,0,556,1330,0,85,183,0,28,55,53.41667,-8
1050,Armagh,Ireland,Europe,Stage Directions,15.1423,15,1423,"...the most reverend Dr William Alexander, archbishop of Armagh, primate of all",,5,556,1330,4,85,183,2,28,55,54.3499,-6.6546
1051,,Italy,Europe,Stage Directions,15.143,15,1430,"...trussmakers, chimney sweeps, lard refiners, tabinet and poplin weavers, farri",,0,76,1330,0,9,183,0,3,55,43,12
1052,Down,Ireland,Europe,Title,15.147,15,1470,THE BISHOP OF DOWN AND CONNOR,,4,556,1330,3,85,183,1,7,7,54.36,-5.94
1053,Connor,Ireland,Europe,Title,15.147,15,1470,THE BISHOP OF DOWN AND CONNOR,,3,556,1330,3,85,183,1,7,7,54.81,-6.22
1054,Down,Ireland,Europe,Stage Directions,15.1477,15,1477,"(In dalmatic and purple mantle, to the bishop of Down and Connor, with dignity.)",,4,556,1330,3,85,183,2,28,55,54.36,-5.94
1055,Connor,Ireland,Europe,Stage Directions,15.1477,15,1477,"(In dalmatic and purple mantle, to the bishop of Down and Connor, with dignity.)",,3,556,1330,3,85,183,2,28,55,54.81,-6.22
1056,,Ireland,Europe,"William, Archbishop of Armagh",15.1481,15,1481,Will you to your power cause law and mercy to be executed in all your judgements,,0,556,1330,0,85,183,0,1,1,53.41667,-8
1057,Armagh,Ireland,Europe,Title,15.1486,15,1486,"WILLIAM, ARCHBISHOP OF ARMAGH",,5,556,1330,4,85,183,2,7,7,54.3499,-6.6546
1058,Armagh,Ireland,Europe,Title,15.1486,15,1486,"MICHAEL, ARCHBISHOP OF ARMAGH",,5,556,1330,4,85,183,2,7,7,54.3499,-6.6546
1059,Malahide,Ireland,Europe,Stage Directions,15.1493,15,1493,"...in Christ church, Saint Patrick's, George's and gay Malahide.",,5,556,1330,2,85,183,1,28,55,53.4508,-6.1544
1060,,Ireland,Europe,Leopold Bloom,15.1517,15,1517,"We thank you from our heart, John, for this right royal welcome to green Erin, t",,0,556,1330,0,85,183,0,71,179,53.41667,-8
1061,,Ireland,Europe,An Applewoman,15.154,15,1540,He's a man like Ireland wants.,,0,556,1330,0,85,183,0,1,1,53.41667,-8
1062,,Ireland,Europe,Leopold Bloom,15.1545,15,1545,"...ye shall long enter into the golden city which is to be, the new Bloomusalem",,0,556,1330,0,85,183,0,71,179,53.41667,-8
1063,,Ireland,Europe,Stage Directions,15.1547,15,1547,"(Thirty two workmen wearing rosettes, from all the counties of Ireland, under th",,0,556,1330,0,85,183,0,28,55,53.41667,-8
1064,Szombathely,Hungary,Europe,Stage Directions,15.1576,15,1576,"...season tickets available for all tram lines, coupons of the royal and privele",,6,20,1330,3,3,183,1,1,55,47.23512,16.62191
1065,Zion,Turkish Empire,Asia,Stage Directions,15.1619,15,1619,(The rams' horns sound for silence. The standard of Zion is hoisted.),,6,109,186,2,21,26,2,7,9,31.76667,35.23333
1066,,Austria,Europe,Leopold Bloom,15.1662,15,1662,When my progenitor of sainted memory wore the uniform of the Austrian despot in,,0,15,1330,0,2,183,0,3,179,47.6,13.7833
1067,,Ireland,Europe,Paddy Leonard,15.1729,15,1729,Stage Irishman!,,0,556,1330,0,85,183,0,1,1,53.41667,-8
1068,Gibraltar,Britain,Europe,Leopold Bloom,15.1731,15,1731,What railway opera is like a tramline in Gibraltar? The Rows of Casteele (Laught,,26,85,1330,2,9,183,8,16,179,36.13333,-5.35
1069,Castile,Spain,Europe,Leopold Bloom,15.1731,15,1731,What railway opera is like a tramline in Gibraltar? The Rows of Casteele (Laught,,11,76,1330,2,8,183,2,23,179,41.38333,-4.45
1070,Sparta,Greece,Europe,Dixon,15.1805,15,1805,He is most practically a total abstainer and I can affirm that he sleeps on a st,,2,45,1330,1,6,183,1,1,9,37.08194,22.42361
1071,,Ireland,Europe,Dixon,15.1806,15,1806,He wears a hairshirt of pure Irish manufacture winter and summer and scourges hi,,0,556,1330,0,85,183,0,5,9,53.41667,-8
1072,Glencree,Ireland,Europe,Dixon,15.1807,15,1807,"He was, I understand, at one time a firstclass misdemeanant in Glencree reformat",,4,556,1330,1,85,183,1,5,9,53.18333,-6.25
1073,,USA,North America,Stage Directions,15.1812,15,1812,A wealthy American makes a street collection for Bloom.,,0,39,51,0,8,8,0,4,4,40,-100
1074,,Egypt,Africa,Stage Directions,15.1846,15,1846,"...contracts his face so as to resemble many historical personages, Lord Beacons",,0,37,83,0,7,15,0,2,3,26,30
1075,Agendath Netaim,Turkish Empire,Asia,"Brini, Papal Nuncio",15.1857,15,1857,...begat Guggenheim and Guggenheim begat Agendath and Agendath begat Netaim and,"Agdendath is the ""model farm at Kennereth,"" which is the sea of Galilee, and as",16,109,186,6,21,26,4,6,6,32.83333,35.58333
1076,Agendath Netaim,Turkish Empire,Asia,"Brini, Papal Nuncio",15.1857,15,1857,...begat Guggenheim and Guggenheim begat Agendath and Agendath begat Netaim and,"Agdendath is the ""model farm at Kennereth,"" which is the sea of Galilee, and as",16,109,186,6,21,26,4,6,6,32.83333,35.58333
1077,Agendath Netaim,Turkish Empire,Asia,"Brini, Papal Nuncio",15.1857,15,1857,...begat Guggenheim and Guggenheim begat Agendath and Agendath begat Netaim and,"Agdendath is the ""model farm at Kennereth,"" which is the sea of Galilee, and as",16,109,186,6,21,26,4,6,6,32.83333,35.58333
1078,Agendath Netaim,Turkish Empire,Asia,"Brini, Papal Nuncio",15.1857,15,1857,...begat Guggenheim and Guggenheim begat Agendath and Agendath begat Netaim and,"Agdendath is the ""model farm at Kennereth,"" which is the sea of Galilee, and as",16,109,186,6,21,26,4,6,6,32.83333,35.58333
1079,Adrianopoli,Turkish Empire,Asia,"Brini, Papal Nuncio",15.1861,15,1861,...begat Weiss and Weiss begat Schwarz and schwarz begat Adrianopoli and Adriano,,2,109,186,2,21,26,2,6,6,41.66667,26.56667
1080,Adrianopoli,Turkish Empire,Asia,"Brini, Papal Nuncio",15.1861,15,1861,...begat Weiss and Weiss begat Schwarz and schwarz begat Adrianopoli and Adriano,,2,109,186,2,21,26,2,6,6,41.66667,26.56667
1081,Aranjuez,Spain,Europe,"Brini, Papal Nuncio",15.1861,15,1861,...begat Weiss and Weiss begat Schwarz and schwarz begat Adrianopoli and Adriano,,2,76,1330,2,8,183,2,2,3,40.03611,-3.605
1082,Aranjuez,Spain,Europe,"Brini, Papal Nuncio",15.1861,15,1861,...begat Weiss and Weiss begat Schwarz and schwarz begat Adrianopoli and Adriano,,2,76,1330,2,8,183,2,2,3,40.03611,-3.605
1083,Szombathely,Hungary,Europe,"Brini, Papal Nuncio",15.1868,15,1868,...begat vingtetunieme and Vingtetunieme begat Szombathely and Szombathely begat,,6,20,1330,3,3,183,1,1,3,47.23512,16.62191
1084,Kilbarrack,Ireland,Europe,Crab,15.1873,15,1873,What did you do in the cattlecreep behind Kilbarrack?,,1,556,1330,1,85,183,1,1,1,53.38333,-6.15
1085,Devil s Glen,Ireland,Europe,A Hollybush,15.1878,15,1878,And in the devil's glen?,,1,556,1330,1,85,183,1,1,1,53.02472,-6.14722
1086,,Ireland,Europe,Title,15.1882,15,1882,THE IRISH EVICTED TENANTS,,0,556,1330,0,85,183,0,7,7,53.41667,-8
1087,Artane,Ireland,Europe,Stage Directions,15.1886,15,1886,"Artane orphans, joining hands, caper round him.",,3,556,1330,2,85,183,1,28,55,53.38274,-6.195
1088,Artane,Ireland,Europe,Title,15.1889,15,1889,THE ARTANE ORPHANS,,3,556,1330,2,85,183,1,7,7,53.38274,-6.195
1089,,Egypt,Africa,Hornblower,15.1901,15,1901,"And they shall stone him and defile him, yea, all from Agendath Netaim and from",Mizraim is the old testament name for upper and lower Egypt.,0,37,83,0,7,15,0,1,1,26,30
1090,Agendath Netaim,Turkish Empire,Asia,Hornblower,15.1901,15,1901,"And they shall stone him and defile him, yea, all from Agendath Netaim and from","Agdendath is the ""model farm at Kennereth,"" which is the sea of Galilee, and as",16,109,186,6,21,26,1,1,1,32.83333,35.58333
1091,Istria,Italy,Europe,Mastiansky and Citron,15.1907,15,1907,"Belial! Laemlein of Istria, the false Messiah!",,1,76,1330,1,9,183,1,1,1,45.26111,13.90444
1092,,Ireland,Europe,Leopold Bloom,15.1936,15,1936,"Weep not for me, O daughters of Erin.",,0,556,1330,0,85,183,0,71,179,53.41667,-8
1093,,Ireland,Europe,Stage Directions,15.1938,15,1938,"...(The daughters of Erin, in black garments, with large prayerbooks&",,0,556,1330,0,85,183,0,28,55,53.41667,-8
1094,,Ireland,Europe,Title,15.194,15,1940,THE DAUGHTERS OF ERIN,,0,556,1330,0,85,183,0,7,7,53.41667,-8
1095,Connemara,Ireland,Europe,Leopold Bloom,15.1963,15,1963,"Let me be going now, woman of the house, for by all the goats in Connemara I'm a",,5,556,1330,1,85,183,1,71,179,53.5,-9.75
1096,London,England,Europe,Leopold Bloom,15.1981,15,1981,You are a necessary evil. Where are you from? London?,,33,210,1330,6,28,183,5,23,179,51.50722,-0.1275
1097,Hog s Norton,England,Europe,Zoe,15.1983,15,1983,Hog's Norton where the pigs plays the organs.,,1,210,1330,1,28,183,1,5,7,52.4785,-0.9206
1098,Yorkshire,England,Europe,Zoe,15.1983,15,1983,"I'm Yorkshire born. (she holdshis hand which is feeling for her nipple) I say, T",,10,210,1330,6,28,183,2,5,7,54,-2
1099,,Greece,Europe,The Cap,15.2097,15,2097,Woman's reason. Jewgreek is greekjew. Extremes meet.,,0,45,1330,0,6,183,0,2,2,39,22
1100,,Greece,Europe,The Cap,15.2098,15,2098,Woman's reason. Jewgreek is greekjew. Extremes meet.,,0,45,1330,0,6,183,0,2,2,39,22
1101,Liffey,Ireland,Europe,Stage Directions,15.2149,15,2149,"...the sodden huddled mass of his only son, saved from Liffey waters&",,2,556,1330,2,85,183,2,28,55,53.35,6.2167
1102,Jerusalem,Turkish Empire,Asia,The Gramophone,15.2171,15,2171,Jerusalem!/ Open your gates and sing/ Hosanna ....,,8,109,186,1,21,26,1,1,1,31.78333,35.21667
1103,,Scotland,Europe,Stage Directions,15.2181,15,2181,"(with a Scotch accent) Wha'll dance the keel row, the keel row, the keel row?",,0,27,1330,0,3,183,0,3,55,57,-5
1104,Coney Island,USA,North America,Elijah,15.2195,15,2195,If the second advent came to Coney Island are we ready?,,1,39,51,1,8,8,1,1,1,40.57442,-73.97858
1105,Tanderagee,Ireland,Europe,John Eglinton,15.2259,15,2259,Tanderagee wants the facts and means to get them.,,1,556,1330,1,85,183,1,2,9,54.3543,-6.4154
1106,,Egypt,Africa,Stage Directions,15.2309,15,2309,On his head is perched an Egyptian pshent. Two quills project over his ears.,,0,37,83,0,7,15,0,2,3,26,30
1107,Szombathely,Hungary,Europe,Virag,15.2312,15,2312,"My name is Virag Lipoti, of Szombathely.",,6,20,1330,3,3,183,1,1,12,47.23512,16.62191
1108,,Greece,Europe,Virag,15.2363,15,2363,Pellets of new bread with fennygreek and gumbenjamin swamped down by potions of,,0,45,1330,0,6,183,0,2,12,39,22
1109,,Egypt,Africa,Virag,15.2365,15,2365,"That suits your book, eh? Fleshhotpots of Egypt to hanker after. Wallow in it.",,0,37,83,0,7,15,0,1,2,26,30
1110,,Greece,Europe,Virag,15.2372,15,2372,"Argumentum ad feminam, as we said in old Rome and ancient Greece in the consulsh",,0,45,1330,0,6,183,0,2,12,39,22
1111,Rome,Italy,Europe,Virag,15.2372,15,2372,"Argumentum ad feminam, as we said in old Rome and ancient Greece in the consulsh",,33,76,1330,5,9,183,3,3,12,41.9,12.5
1112,,France,Europe,Virag,15.2374,15,2374,Not for sale. Hire only. Huguenot.,,0,92,1330,0,15,183,0,3,12,47,2
1113,,Bulgaria,Europe,Virag,15.2397,15,2397,"But, to change the venue to the Bulgar and the Basque, have you ade up your mind",,0,4,1330,0,1,183,0,1,12,42.68333,23.31667
1114,Basque,France,Europe,Virag,15.2397,15,2397,"But, to change the venue to the Bulgar and the Basque, have you ade up your mind",,1,92,1330,1,15,183,1,3,12,42.88194,-1.91694
1115,,Spain,Europe,Virag,15.2432,15,2432,"(his face impassive, laughs in a rich feminine key) Splendid! Spanish fly in...",,0,76,1330,0,8,183,0,1,12,40.43333,-3.7
1116,Redbank,Ireland,Europe,Virag,15.2437,15,2437,Redbank oysters will shortly be upon us. I'm the best o'cook.,,1,556,1330,1,85,183,1,1,12,52.83333,-9
1117,Perigord,France,Europe,Virag,15.2439,15,2439,"Those succulent bivalves may help us and the truffles of Perigord, tubers dislod",,1,92,1330,1,15,183,1,3,12,45.18333,0.71667
1118,Rome,Italy,Europe,Leopold Bloom,15.2449,15,2449,Like those bubblyjocular Roman matrons one reads of in Elephantuliasis.,,33,76,1330,5,9,183,4,9,179,41.9,12.5
1119,Candia,Italy,Europe,Stage Directions,15.2485,15,2485,"His spindlelegs and sparrow feet are those of the tenor Mario, prince of Candia.",,1,76,1330,1,9,183,1,3,55,45.33333,7.88333
1120,,Thailand,Europe,Stage Directions,15.2512,15,2512,"(The Siamese twins, Philip Drunk and Philip Sober, two Oxford dons with lawnmowe",,0,4,1330,0,2,183,0,1,55,15.35,101.0333
1121,Oxford,England,Europe,Stage Directions,15.2512,15,2512,"(The Siamese twins, Philip Drunk and Philip Sober, two Oxford dons with lawnmowe",,13,210,1330,5,28,183,2,7,55,51.75194,-1.25778
1122,Maynooth,Ireland,Europe,Florry,15.2533,15,2533,Are you out of Maynooth? You're like someone I knew once.,,3,556,1330,1,85,183,1,1,2,53.38157,-6.59098
1123,Rome,Italy,Europe,Zoe,15.2543,15,2543,"You needn't try to hide, I says to him. I know you've a Roman collar.",,33,76,1330,5,9,183,1,1,7,41.9,12.5
1124,Rome,Italy,Europe,Virag,15.2548,15,2548,"Why I left the Church of Rome. Read the Priest, the Woman and the Confessional.",,33,76,1330,5,9,183,3,3,12,41.9,12.5
1125,,Libya,Africa,Virag,15.2573,15,2573,"He was Judas Iacchias, a Libyan eunuch, the pope's bastard.",,0,2,83,0,2,15,0,1,2,27,17
1126,Rome,Italy,Europe,Virag,15.2599,15,2599,"Panther, the Roman centurion, polluted her with his genitories.",,33,76,1330,5,9,183,3,3,12,41.9,12.5
1127,,Ireland,Europe,Stage Directions,15.2655,15,2655,"(His Eminence Simon Stephen cardinal Dedalus, primate of all Ireland, appears in",,0,556,1330,0,85,183,0,28,55,53.41667,-8
1128,,France,Europe,Zoe,15.271,15,2710,No objection to French lozenges?,,0,92,1330,0,15,183,0,1,7,47,2
1129,Paris,France,Europe,Leopold Bloom,15.2818,15,2818,Even their wax model Raymonde I visited daily to admire her cobweb hose and stic,,34,92,1330,8,15,183,1,7,179,48.8567,2.3508
1130,Nubia,Egypt,Africa,Bello,15.2892,15,2892,...I'll make you kiss while the flues play like the Nubian slave of old.,,1,37,83,1,7,15,1,1,1,-2.28222,29.33139
1131,Banbury,England,Europe,Bello,15.2944,15,2944,...voice) Gee up! A cockhorse to Banbury cross. I'll ride him for the Eclipse&,,4,210,1330,3,28,183,1,1,5,52.061,-1.336
1132,Manorhamilton,Ireland,Europe,Bello,15.3006,15,3006,"...Ponto, her splendid Newfoundland and Bobs, dowager cuchess of Manorhamilton.",,1,556,1330,1,85,183,1,2,5,54.3064,-8.1761
1133,,Thailand,Europe,Bello,15.3007,15,3007,"Christ, wouldn't it make a Siamese cat laugh?",,0,4,1330,0,2,183,0,1,5,15.35,101.0333
1134,,Greece,Europe,Bello,15.3119,15,3119,"Learn the smooth mincing walk on four inch Louis Quinze heels, the Grecian bend",,0,45,1330,0,6,183,0,1,5,39,22
1135,Gomorrah,Turkish Empire,Asia,Bello,15.3122,15,3122,Pander to their Gomorrahan vices.,,2,109,186,1,21,26,1,1,1,31.13159,35.5294
1136,Sleepy Hollow,USA,North America,Bello,15.3154,15,3154,"No, Leopold Bloom, all is changed by woman's will since you slept horizontal in",,3,39,51,3,8,8,1,1,1,41.09194,-73.86444
1137,Sleepy Hollow,USA,North America,Stage Directions,15.3157,15,3157,(Old Sleepy Hollow calls over the wold.),,3,39,51,3,8,8,1,4,4,41.09194,-73.86444
1138,Sleepy Hollow,USA,North America,Title,15.3158,15,3158,SLEEPY HOLLOW,,3,39,51,3,8,8,1,1,1,41.09194,-73.86444
1139,Mullingar,Ireland,Europe,Bello,15.3165,15,3165,"That's your daughter, you owl, with a Mullingar student.",,10,556,1330,1,85,183,1,2,5,53.5224,-7.3378
1140,,Ireland,Europe,Leopold Bloom,15.3203,15,3203,Justice! All Ireland versus one!,,0,556,1330,0,85,183,0,71,179,53.41667,-8
1141,Dead Sea,Turkish Empire,Asia,Stage Directions,15.3227,15,3227,"(In a dark guttural chant as they cast dead sea fruit upon him, no flowers.)",,7,109,186,1,21,26,1,7,9,31.5,35.5
1142,Israel,Turkish Empire,Asia,The Circumcised,15.3228,15,3228,Shema Israel Adonai Elohenu Adonai Echad.,,12,109,186,2,21,26,1,1,1,31,35
1143,,England,Europe,Leopold Bloom,15.3274,15,3274,"For the rest there is that English invention, pamphlet of which I received some",,0,210,1330,0,28,183,0,23,179,51.5,-0.11667
1144,Gibraltar,Britain,Europe,Leopold Bloom,15.3289,15,3289,"From Gibraltar by long sea, long ago.",,26,85,1330,2,9,183,8,16,179,36.13333,-5.35
1145,Poulaphouca,Ireland,Europe,The Waterfall,15.3299,15,3299,Poulaphouca Poulaphouca Poulaphouca Poulaphouca,I'm going to have to define how we are counting these guys.,7,556,1330,5,85,183,3,3,3,53.11694,-6.58722
1146,Poulaphouca,Ireland,Europe,The Yew,15.3303,15,3303,We grew by Poulaphouca waterfall. We gave shade on languorous summer days.,,7,556,1330,5,85,183,1,1,1,53.11694,-6.58722
1147,,Ireland,Europe,Stage Directions,15.3305,15,3305,"(In the background, in Irish National Foresters uniform, doffs his plumed hat.)",,0,556,1330,0,85,183,0,28,55,53.41667,-8
1148,,Ireland,Europe,John Wyse Nolan,15.3306,15,3306,"Prosper! Give shade on languorous days, trees of Ireland!",,0,556,1330,0,85,183,0,4,8,53.41667,-8
1149,Poulaphouca,Ireland,Europe,The Yews,15.3308,15,3308,Who came to Poulaphouca with the High School excursion?,,7,556,1330,5,85,183,1,1,1,53.11694,-6.58722
1150,Poulaphouca,Ireland,Europe,The Waterfall,15.3348,15,3348,Poulaphouca Poulaphouca Poulaphouca Poulaphouca,,7,556,1330,5,85,183,3,3,3,53.11694,-6.58722
1151,,Ireland,Europe,Stage Directions,15.3382,15,3382,"(Far out in the bay between Bailey and Kish lights the Erin's King sails, sendin",,0,556,1330,0,85,183,0,28,55,53.41667,-8
1152,Poulaphouca,Ireland,Europe,The Waterfall,15.3429,15,3429,Poulaphouca Poulaphouca Poulaphouca Poulaphouca,,7,556,1330,5,85,183,3,3,3,53.11694,-6.58722
1153,Mount Carmel,Turkish Empire,Asia,The Nymph,15.3435,15,3435,"Tranquilla convent. Sister Agatha. Mount Carmel, the apparitions of Knock and Lo",,1,109,186,1,21,26,1,1,1,32.73,35.05
1154,Lourdes,France,Europe,The Nymph,15.3536,15,3536,"Tranquilla convent. Sister Agatha. Mount Carmel, the apparitions of Knock and Lo",,1,92,1330,1,15,183,1,1,2,43.1,-0.05
1155,Knock,Ireland,Europe,The Nymph,15.3536,15,3536,"Tranquilla convent. Sister Agatha. Mount Carmel, the apparitions of Knock and Lo",,1,556,1330,1,85,183,1,1,2,53.7833,-8.91667
1156,London,England,Europe,Florry,15.3636,15,3636,Mr Lambe from London.,,33,210,1330,6,28,183,1,1,2,51.50722,-0.1275
1157,London,England,Europe,Stephen Dedalus,15.3638,15,3638,"Lamb of London, who takest away the sins of our world.",,33,210,1330,6,28,183,8,34,143,51.50722,-0.1275
1158,Paris,France,Europe,Lydia Douce,15.3804,15,3804,You could hear them in Paris and New York. Like mouthfuls of strawberries and cr,,34,92,1330,8,15,183,1,1,1,48.8567,2.3508
